id,hpo,sider,name,description,created_at,updated_at,related_to,gene_phenotype_relationships_count,disease_phenotype_relationships_count
9175,HP:0031318,,,,2020-12-30 06:04:41,2020-12-30 06:04:41,,1,0
9176,HP:0031320,,,,2020-12-30 06:04:42,2020-12-30 06:04:42,,2,0
9177,HP:0031329,,,,2020-12-30 06:04:43,2020-12-30 06:04:43,,5,0
9178,HP:0031331,,,,2020-12-30 06:04:45,2020-12-30 06:04:45,,5,0
9179,HP:0031348,,,,2020-12-30 06:04:47,2020-12-30 06:04:47,,1,0
9180,HP:0031353,,,,2020-12-30 06:04:48,2020-12-30 06:04:48,,1,0
9181,HP:0031358,,,,2020-12-30 06:04:48,2020-12-30 06:04:48,,6,0
9182,HP:0031365,,,"Purpura that is flat (non-palpable, not raised).",2020-12-30 06:05:06,2021-01-19 17:04:57,skin,64,0
9183,HP:0031367,,,,2020-12-30 06:05:35,2020-12-30 06:05:35,,9,0
9184,HP:0031369,,,,2020-12-30 06:05:39,2020-12-30 06:05:39,,1,0
9185,HP:0031372,,,,2020-12-30 06:05:39,2020-12-30 06:05:39,,1,0
9186,HP:0031374,,,,2020-12-30 06:05:39,2020-12-30 06:05:39,,16,0
9187,HP:0031377,,,,2020-12-30 06:05:46,2020-12-30 06:05:46,,26,0
9188,HP:0031378,,,,2020-12-30 06:05:58,2020-12-30 06:05:58,,26,0
9189,HP:0031379,,,,2020-12-30 06:06:08,2020-12-30 06:06:08,,9,0
9190,HP:0031381,,,,2020-12-30 06:06:11,2020-12-30 06:06:11,,21,0
9191,HP:0031382,,,,2020-12-30 06:06:18,2020-12-30 06:06:18,,5,0
9192,HP:0031383,,,,2020-12-30 06:06:20,2020-12-30 06:06:20,,1,0
9193,HP:0031385,,,,2020-12-30 06:06:21,2020-12-30 06:06:21,,1,0
9194,HP:0031389,,,,2020-12-30 06:06:21,2020-12-30 06:06:21,,4,0
9195,HP:0031390,,,,2020-12-30 06:06:23,2020-12-30 06:06:23,,4,0
9196,HP:0031392,,,,2020-12-30 06:06:24,2020-12-30 06:06:24,,28,0
9197,HP:0031394,,,,2020-12-30 06:06:43,2020-12-30 06:06:43,,7,0
9198,HP:0031396,,,,2020-12-30 06:06:46,2020-12-30 06:06:46,,1,0
9199,HP:0031397,,,,2020-12-30 06:06:46,2020-12-30 06:06:46,,1,0
9200,HP:0031399,,,,2020-12-30 06:06:47,2020-12-30 06:06:47,,6,0
9201,HP:0031401,,,,2020-12-30 06:06:51,2020-12-30 06:06:51,,1,0
9202,HP:0031402,,,,2020-12-30 06:06:51,2020-12-30 06:06:51,,5,0
9203,HP:0031405,,,"A benign, well circumscribed sweat gland neoplasm with eccrine or apocrine differentiation. It usually presents as a solitary, dome-shaped papule, nodule, or plaque on acral sites. It is characterized by a proliferation of uniform basaloid cells in the dermis and it is associated with the presence of focal ductal and cystic structures [NCIT:C27273].",2020-12-30 06:07:06,2021-01-19 16:55:11,skin,1,0
9204,HP:0031409,,,,2020-12-30 06:07:06,2020-12-30 06:07:06,,248,0
9205,HP:0031411,,,,2020-12-30 06:09:08,2020-12-30 06:09:08,,5,0
9206,HP:0031412,,,,2020-12-30 06:09:09,2020-12-30 06:09:09,,5,0
9207,HP:0031413,,,,2020-12-30 06:09:11,2020-12-30 06:09:11,,5,0
9208,HP:0031415,,,,2020-12-30 06:09:13,2020-12-30 06:09:13,,4,0
9209,HP:0031416,,,,2020-12-30 06:09:14,2020-12-30 06:09:14,,6,0
9210,HP:0031418,,,,2020-12-30 06:09:18,2020-12-30 06:09:18,,5,0
9211,HP:0031422,,,,2020-12-30 06:09:20,2020-12-30 06:09:20,,3,0
9212,HP:0031427,,,,2020-12-30 06:09:21,2020-12-30 06:09:21,,1,0
9213,HP:0031428,,,,2020-12-30 06:09:22,2020-12-30 06:09:22,,1,0
9214,HP:0031434,,,,2020-12-30 06:09:22,2020-12-30 06:09:22,,24,0
9215,HP:0031435,,,,2020-12-30 06:09:33,2020-12-30 06:09:33,,9,0
9216,HP:0031437,,,,2020-12-30 06:09:37,2020-12-30 06:09:37,,6,0
9217,HP:0031442,,,,2020-12-30 06:09:39,2020-12-30 06:09:39,,1,0
9218,HP:0031445,,,,2020-12-30 06:09:39,2020-12-30 06:09:39,,1,0
9219,HP:0031454,,,A cystic lesions that forms a benign tumor of an apocrine sweat gland.,2020-12-30 06:09:40,2021-01-19 16:55:09,skin,1,0
9220,HP:0031456,,,,2020-12-30 06:09:41,2020-12-30 06:09:41,,47,0
9221,HP:0031457,,,,2020-12-30 06:10:00,2020-12-30 06:10:00,,19,0
9222,HP:0031459,,,,2020-12-30 06:10:08,2020-12-30 06:10:08,,6,0
9223,HP:0031466,,,,2020-12-30 06:10:10,2020-12-30 06:10:10,,605,0
9224,HP:0031469,,,,2020-12-30 06:15:35,2020-12-30 06:15:35,,10,0
9225,HP:0031473,,,,2020-12-30 06:15:39,2020-12-30 06:15:39,,3,0
9226,HP:0031475,,,,2020-12-30 06:15:40,2020-12-30 06:15:40,,18,0
9227,HP:0031481,,,,2020-12-30 06:15:48,2020-12-30 06:15:48,,130,0
9228,HP:0031485,,,,2020-12-30 06:16:46,2020-12-30 06:16:46,,1,0
9229,HP:0031486,,,,2020-12-30 06:16:46,2020-12-30 06:16:46,,1,0
9230,HP:0031490,,,,2020-12-30 06:16:46,2020-12-30 06:16:46,,1,0
9231,HP:0031491,,,,2020-12-30 06:16:47,2020-12-30 06:16:47,,2,0
9232,HP:0031492,,,,2020-12-30 06:16:47,2020-12-30 06:16:47,,11,0
9233,HP:0031500,,,,2020-12-30 06:16:52,2020-12-30 06:16:52,,1,0
9234,HP:0031501,,,,2020-12-30 06:16:52,2020-12-30 06:16:52,,3,0
9235,HP:0031502,,,,2020-12-30 06:16:53,2020-12-30 06:16:53,,8,0
9236,HP:0031505,,,,2020-12-30 06:16:56,2020-12-30 06:16:56,,7,0
9237,HP:0031506,,,,2020-12-30 06:17:01,2020-12-30 06:17:01,,1,0
9238,HP:0031507,,,,2020-12-30 06:17:02,2020-12-30 06:17:02,,6,0
9239,HP:0031508,,,,2020-12-30 06:17:07,2020-12-30 06:17:07,,15,0
9240,HP:0031515,,,,2020-12-30 06:17:15,2020-12-30 06:17:15,,2,0
9241,HP:0031516,,,,2020-12-30 06:17:15,2020-12-30 06:17:15,,2,0
9242,HP:0031520,,,,2020-12-30 06:17:16,2020-12-30 06:17:16,,2,0
9243,HP:0031526,,,,2020-12-30 06:17:17,2020-12-30 06:17:17,,1,0
9244,HP:0031528,,,,2020-12-30 06:17:18,2020-12-30 06:17:18,,2,0
9245,HP:0031531,,,,2020-12-30 06:17:19,2020-12-30 06:17:19,,1,0
9246,HP:0031535,,,,2020-12-30 06:17:19,2020-12-30 06:17:19,,4,0
9247,HP:0031538,,,Any anomaly of the structure of the acellular zone that is between the dermis and the epidermis and which functions to bind the epidermis to the dermis and to serve as a selective barrier allowing the control of molecular and cellular exchanges between the two compartments.,2020-12-30 06:17:20,2021-01-19 17:16:24,skin,6,0
9248,HP:0031540,,,Presence of IgG antibodies in the dermoepidermal junction that are distributed in a linear pattern. This feature can be appreciated by immunofluorescence microscopy.,2020-12-30 06:17:23,2021-01-19 17:16:29,skin,1,0
9249,HP:0031544,,,,2020-12-30 06:17:23,2020-12-30 06:17:23,,2,0
9250,HP:0031545,,,,2020-12-30 06:17:24,2020-12-30 06:17:24,,3,0
9251,HP:0031546,,,,2020-12-30 06:17:26,2020-12-30 06:17:26,,132,0
9252,HP:0031547,,,,2020-12-30 06:18:33,2020-12-30 06:18:33,,53,0
9253,HP:0031550,,,,2020-12-30 06:19:05,2020-12-30 06:19:05,,2,0
9254,HP:0031551,,,,2020-12-30 06:19:05,2020-12-30 06:19:05,,2,0
9255,HP:0031553,,,,2020-12-30 06:19:06,2020-12-30 06:19:06,,1,0
9256,HP:0031555,,,,2020-12-30 06:19:07,2020-12-30 06:19:07,,1,0
9257,HP:0031565,,,,2020-12-30 06:19:07,2020-12-30 06:19:07,,1,0
9258,HP:0031566,,,,2020-12-30 06:19:08,2020-12-30 06:19:08,,5,0
9259,HP:0031567,,,,2020-12-30 06:19:10,2020-12-30 06:19:10,,86,0
9260,HP:0031589,,,,2020-12-30 06:19:49,2020-12-30 06:19:49,,4,0
9261,HP:0031593,,,,2020-12-30 06:19:51,2020-12-30 06:19:51,,16,0
9262,HP:0031595,,,,2020-12-30 06:19:57,2020-12-30 06:19:57,,3,0
9263,HP:0031602,,,,2020-12-30 06:19:58,2020-12-30 06:19:58,,1,0
9264,HP:0031603,,,,2020-12-30 06:19:58,2020-12-30 06:19:58,,1,0
9265,HP:0031605,,,,2020-12-30 06:19:59,2020-12-30 06:19:59,,43,0
9266,HP:0031606,,,,2020-12-30 06:20:17,2020-12-30 06:20:17,,1,0
9267,HP:0031607,,,,2020-12-30 06:20:18,2020-12-30 06:20:18,,2,0
9268,HP:0031609,,,,2020-12-30 06:20:19,2020-12-30 06:20:19,,5,0
9269,HP:0031629,,,,2020-12-30 06:20:21,2020-12-30 06:20:21,,25,0
9270,HP:0031640,,,,2020-12-30 06:20:32,2020-12-30 06:20:32,,22,0
9271,HP:0031649,,,,2020-12-30 06:20:40,2020-12-30 06:20:40,,1,0
9272,HP:0031650,,,,2020-12-30 06:20:41,2020-12-30 06:20:41,,155,0
9273,HP:0031651,,,,2020-12-30 06:21:51,2020-12-30 06:21:51,,54,0
9274,HP:0031652,,,,2020-12-30 06:22:15,2020-12-30 06:22:15,,134,0
9275,HP:0031653,,,,2020-12-30 06:23:21,2020-12-30 06:23:21,,296,0
9276,HP:0031654,,,,2020-12-30 06:25:54,2020-12-30 06:25:54,,123,0
9277,HP:0031657,,,,2020-12-30 06:26:56,2020-12-30 06:26:56,,31,0
9278,HP:0031658,,,,2020-12-30 06:27:11,2020-12-30 06:27:11,,1,0
9279,HP:0031661,,,,2020-12-30 06:27:12,2020-12-30 06:27:12,,3,0
9280,HP:0031662,,,,2020-12-30 06:27:13,2020-12-30 06:27:13,,1,0
9281,HP:0031663,,,,2020-12-30 06:27:13,2020-12-30 06:27:13,,1,0
9282,HP:0031664,,,,2020-12-30 06:27:13,2020-12-30 06:27:13,,10,0
9283,HP:0031665,,,,2020-12-30 06:27:18,2020-12-30 06:27:18,,1,0
9284,HP:0031677,,,,2020-12-30 06:27:18,2020-12-30 06:27:18,,1,0
9285,HP:0031678,,,,2020-12-30 06:27:19,2020-12-30 06:27:19,,1,0
9286,HP:0031687,,,,2020-12-30 06:27:19,2020-12-30 06:27:19,,2,0
9287,HP:0031688,,,,2020-12-30 06:27:20,2020-12-30 06:27:20,,2,0
9288,HP:0031689,,,,2020-12-30 06:27:20,2020-12-30 06:27:20,,2,0
9289,HP:0031690,,,,2020-12-30 06:27:21,2020-12-30 06:27:21,,13,0
9290,HP:0031691,,,,2020-12-30 06:27:26,2020-12-30 06:27:26,,12,0
9291,HP:0031692,,,,2020-12-30 06:27:30,2020-12-30 06:27:30,,1,0
9292,HP:0031693,,,,2020-12-30 06:27:30,2020-12-30 06:27:30,,2,0
9293,HP:0031699,,,,2020-12-30 06:27:31,2020-12-30 06:27:31,,1,0
9294,HP:0031703,,,,2020-12-30 06:27:31,2020-12-30 06:27:31,,1817,0
9295,HP:0031704,,,,2020-12-30 06:46:19,2020-12-30 06:46:19,,1384,0
9296,HP:0031705,,,,2020-12-30 07:01:05,2020-12-30 07:01:05,,17,0
9297,HP:0031713,,,,2020-12-30 07:01:11,2020-12-30 07:01:11,,1,0
9298,HP:0031717,,,,2020-12-30 07:01:12,2020-12-30 07:01:12,,2,0
9299,HP:0031721,,,,2020-12-30 07:01:13,2020-12-30 07:01:13,,1,0
9300,HP:0031723,,,,2020-12-30 07:01:13,2020-12-30 07:01:13,,1,0
9301,HP:0031784,,,,2020-12-30 07:01:14,2020-12-30 07:01:14,,20,0
9302,HP:0031785,,,,2020-12-30 07:01:23,2020-12-30 07:01:23,,1,0
9303,HP:0031790,,,,2020-12-30 07:01:24,2020-12-30 07:01:24,,1,0
9304,HP:0031793,,,,2020-12-30 07:01:24,2020-12-30 07:01:24,,1,0
9305,HP:0031795,,,,2020-12-30 07:01:25,2020-12-30 07:01:25,,1,0
9306,HP:0031796,,,,2020-12-30 07:01:25,2020-12-30 07:01:25,,3,0
9307,HP:0031797,,,,2020-12-30 07:01:26,2020-12-30 07:01:26,,1458,0
9308,HP:0031798,,,,2020-12-30 07:13:03,2020-12-30 07:13:03,,1,0
9309,HP:0031800,,,,2020-12-30 07:13:03,2020-12-30 07:13:03,,1,0
9310,HP:0031801,,,,2020-12-30 07:13:03,2020-12-30 07:13:03,,42,0
9311,HP:0031803,,,,2020-12-30 07:13:25,2020-12-30 07:13:25,,25,0
9312,HP:0031806,,,,2020-12-30 07:13:37,2020-12-30 07:13:37,,1,0
9313,HP:0031808,,,,2020-12-30 07:13:38,2020-12-30 07:13:38,,1,0
9314,HP:0031811,,,,2020-12-30 07:13:38,2020-12-30 07:13:38,,2,0
9315,HP:0031813,,,,2020-12-30 07:13:39,2020-12-30 07:13:39,,1,0
9316,HP:0031814,,,,2020-12-30 07:13:39,2020-12-30 07:13:39,,3,0
9317,HP:0031815,,,,2020-12-30 07:13:40,2020-12-30 07:13:40,,214,0
9318,HP:0031816,,,,2020-12-30 07:15:21,2020-12-30 07:15:21,,1845,0
9319,HP:0031817,,,,2020-12-30 07:37:09,2020-12-30 07:37:09,,3,0
9320,HP:0031818,,,,2020-12-30 07:37:10,2020-12-30 07:37:10,,36,0
9321,HP:0031819,,,,2020-12-30 07:37:26,2020-12-30 07:37:26,,36,0
9322,HP:0031825,,,,2020-12-30 07:37:42,2020-12-30 07:37:42,,1,0
9323,HP:0031826,,,,2020-12-30 07:37:42,2020-12-30 07:37:42,,1076,0
9324,HP:0031828,,,,2020-12-30 07:48:51,2020-12-30 07:48:51,,236,0
9325,HP:0031834,,,,2020-12-30 07:51:04,2020-12-30 07:51:04,,2,0
9326,HP:0031844,,,,2020-12-30 07:51:07,2020-12-30 07:51:07,,1,0
9327,HP:0031845,,,,2020-12-30 07:51:07,2020-12-30 07:51:07,,28,0
9328,HP:0031846,,,,2020-12-30 07:51:22,2020-12-30 07:51:22,,1,0
9329,HP:0031849,,,,2020-12-30 07:51:22,2020-12-30 07:51:22,,1,0
9330,HP:0031850,,,,2020-12-30 07:51:23,2020-12-30 07:51:23,,6,0
9331,HP:0031853,,,,2020-12-30 07:51:26,2020-12-30 07:51:26,,4,0
9332,HP:0031854,,,,2020-12-30 07:51:27,2020-12-30 07:51:27,,1,0
9333,HP:0031855,,,,2020-12-30 07:51:28,2020-12-30 07:51:28,,1,0
9334,HP:0031857,,,,2020-12-30 07:51:28,2020-12-30 07:51:28,,11,0
9335,HP:0031860,,,,2020-12-30 07:51:36,2020-12-30 07:51:36,,20,0
9336,HP:0031861,,,,2020-12-30 07:52:00,2020-12-30 07:52:00,,1,0
9337,HP:0031863,,,,2020-12-30 07:52:01,2020-12-30 07:52:01,,7,0
9338,HP:0031864,,,,2020-12-30 07:52:04,2020-12-30 07:52:04,,1,0
9339,HP:0031865,,,,2020-12-30 07:52:05,2020-12-30 07:52:05,,15,0
9340,HP:0031868,,,,2020-12-30 07:52:12,2020-12-30 07:52:12,,1,0
9341,HP:0031873,,,,2020-12-30 07:52:13,2020-12-30 07:52:13,,3,0
9342,HP:0031875,,,,2020-12-30 07:52:14,2020-12-30 07:52:14,,1,0
9343,HP:0031877,,,,2020-12-30 07:52:14,2020-12-30 07:52:14,,1,0
9344,HP:0031878,,,,2020-12-30 07:52:15,2020-12-30 07:52:15,,15,0
9345,HP:0031879,,,,2020-12-30 07:52:22,2020-12-30 07:52:22,,36,0
9346,HP:0031882,,,,2020-12-30 07:52:40,2020-12-30 07:52:40,,15,0
9347,HP:0031883,,,,2020-12-30 07:52:47,2020-12-30 07:52:47,,2,0
9348,HP:0031884,,,,2020-12-30 07:52:48,2020-12-30 07:52:48,,6,0
9349,HP:0031886,,,,2020-12-30 07:52:51,2020-12-30 07:52:51,,38,0
9350,HP:0031887,,,,2020-12-30 07:53:09,2020-12-30 07:53:09,,2,0
9351,HP:0031888,,,,2020-12-30 07:53:10,2020-12-30 07:53:10,,18,0
9352,HP:0031889,,,,2020-12-30 07:53:22,2020-12-30 07:53:22,,5,0
9353,HP:0031891,,,,2020-12-30 07:53:24,2020-12-30 07:53:24,,1,0
9354,HP:0031899,,,,2020-12-30 07:53:24,2020-12-30 07:53:24,,4,0
9355,HP:0031910,,,,2020-12-30 07:53:31,2020-12-30 07:53:31,,287,0
9356,HP:0031911,,,,2020-12-30 07:56:15,2020-12-30 07:56:15,,12,0
9357,HP:0031913,,,,2020-12-30 07:56:22,2020-12-30 07:56:22,,14,0
9358,HP:0031917,,,An open sore on the surface of the skin of a finger or toe.,2020-12-30 07:56:28,2021-01-19 16:58:17,skin,8,0
9359,HP:0031918,,,,2020-12-30 07:56:33,2020-12-30 07:56:33,,1,0
9360,HP:0031931,,,,2020-12-30 07:56:33,2020-12-30 07:56:33,,2,0
9361,HP:0031936,,,,2020-12-30 07:56:35,2020-12-30 07:56:35,,137,0
9362,HP:0031937,,,,2020-12-30 07:57:29,2020-12-30 07:57:29,,1,0
9363,HP:0031938,,,,2020-12-30 07:57:29,2020-12-30 07:57:29,,17,0
9364,HP:0031939,,,,2020-12-30 07:57:38,2020-12-30 07:57:38,,1,0
9365,HP:0031941,,,,2020-12-30 07:57:38,2020-12-30 07:57:38,,1,0
9366,HP:0031945,,,,2020-12-30 07:57:39,2020-12-30 07:57:39,,1,0
9367,HP:0031946,,,,2020-12-30 07:57:39,2020-12-30 07:57:39,,1,0
9368,HP:0031947,,,,2020-12-30 07:57:40,2020-12-30 07:57:40,,3,0
9369,HP:0031950,,,,2020-12-30 07:57:41,2020-12-30 07:57:41,,5,0
9370,HP:0031951,,,,2020-12-30 07:57:43,2020-12-30 07:57:43,,3,0
9371,HP:0031954,,,,2020-12-30 07:57:44,2020-12-30 07:57:44,,2,0
9372,HP:0031958,,,,2020-12-30 07:57:48,2020-12-30 07:57:48,,8,0
9373,HP:0031959,,,,2020-12-30 07:57:51,2020-12-30 07:57:51,,3,0
9374,HP:0031960,,,,2020-12-30 07:57:52,2020-12-30 07:57:52,,7,0
9375,HP:0031970,,,,2020-12-30 07:58:00,2020-12-30 07:58:00,,15,0
9376,HP:0031972,,,,2020-12-30 07:58:05,2020-12-30 07:58:05,,4,0
9377,HP:0031979,,,,2020-12-30 07:58:07,2020-12-30 07:58:07,,23,0
9378,HP:0031980,,,,2020-12-30 07:58:18,2020-12-30 07:58:18,,39,0
9379,HP:0031983,,,,2020-12-30 07:58:40,2020-12-30 07:58:40,,71,0
9380,HP:0031987,,,,2020-12-30 07:59:14,2020-12-30 07:59:14,,6,0
9381,HP:0031993,,,,2020-12-30 07:59:16,2020-12-30 07:59:16,,3,0
9382,HP:0032003,,,,2020-12-30 07:59:17,2020-12-30 07:59:17,,1,0
9383,HP:0032005,,,,2020-12-30 07:59:18,2020-12-30 07:59:18,,1,0
9384,HP:0032007,,,A softening and breaking down of skin resulting from prolonged exposure to moisture. Macerated skin becomes soft and wrinkly and takes on a whitish hue.,2020-12-30 07:59:18,2021-01-19 17:13:34,skin,1,0
9385,HP:0032009,,,,2020-12-30 07:59:18,2020-12-30 07:59:18,,1,0
9386,HP:0032011,,,,2020-12-30 07:59:19,2020-12-30 07:59:19,,7,0
9387,HP:0032012,,,,2020-12-30 07:59:21,2020-12-30 07:59:21,,189,0
9388,HP:0032016,,,,2020-12-30 08:00:46,2020-12-30 08:00:46,,104,0
9389,HP:0032021,,,,2020-12-30 08:01:35,2020-12-30 08:01:35,,1,0
9390,HP:0032024,,,,2020-12-30 08:01:35,2020-12-30 08:01:35,,1,0
9391,HP:0032027,,,,2020-12-30 08:01:36,2020-12-30 08:01:36,,1,0
9392,HP:0032037,,,,2020-12-30 08:01:36,2020-12-30 08:01:36,,1,0
9393,HP:0032039,,,,2020-12-30 08:01:36,2020-12-30 08:01:36,,1312,0
9394,HP:0032040,,,,2020-12-30 08:15:36,2020-12-30 08:15:36,,36,0
9395,HP:0032044,,,,2020-12-30 08:15:52,2020-12-30 08:15:52,,11,0
9396,HP:0032046,,,,2020-12-30 08:15:57,2020-12-30 08:15:57,,9,0
9397,HP:0032047,,,,2020-12-30 08:16:01,2020-12-30 08:16:01,,1,0
9398,HP:0032051,,,,2020-12-30 08:16:01,2020-12-30 08:16:01,,5,0
9399,HP:0032052,,,,2020-12-30 08:16:03,2020-12-30 08:16:03,,2,0
9400,HP:0032059,,,,2020-12-30 08:16:04,2020-12-30 08:16:04,,1,0
9401,HP:0032064,,,,2020-12-30 08:16:06,2020-12-30 08:16:06,,6,0
9402,HP:0032069,,,,2020-12-30 08:16:08,2020-12-30 08:16:08,,1,0
9403,HP:0032070,,,,2020-12-30 08:16:09,2020-12-30 08:16:09,,1,0
9404,HP:0032076,,,,2020-12-30 08:16:09,2020-12-30 08:16:09,,323,0
9405,HP:0032077,,,,2020-12-30 08:19:00,2020-12-30 08:19:00,,1,0
9406,HP:0032079,,,,2020-12-30 08:19:01,2020-12-30 08:19:01,,16,0
9407,HP:0032092,,,,2020-12-30 08:19:06,2020-12-30 08:19:06,,3,0
9408,HP:0032096,,,,2020-12-30 08:19:07,2020-12-30 08:19:07,,2,0
9409,HP:0032097,,,,2020-12-30 08:19:08,2020-12-30 08:19:08,,1,0
9410,HP:0032098,,,,2020-12-30 08:19:08,2020-12-30 08:19:08,,1,0
9411,HP:0032101,,,,2020-12-30 08:19:09,2020-12-30 08:19:09,,792,0
9412,HP:0032104,,,,2020-12-30 08:26:27,2020-12-30 08:26:27,,9,0
9413,HP:0032105,,,,2020-12-30 08:26:31,2020-12-30 08:26:31,,1,0
9414,HP:0032106,,,,2020-12-30 08:26:31,2020-12-30 08:26:31,,3,0
9415,HP:0032114,,,,2020-12-30 08:26:33,2020-12-30 08:26:33,,2,0
9416,HP:0032118,,,,2020-12-30 08:26:33,2020-12-30 08:26:33,,2,0
9417,HP:0032122,,,,2020-12-30 08:26:34,2020-12-30 08:26:34,,5,0
9418,HP:0032123,,,,2020-12-30 08:26:36,2020-12-30 08:26:36,,1,0
9419,HP:0032132,,,,2020-12-30 08:26:37,2020-12-30 08:26:37,,3,0
9420,HP:0032135,,,,2020-12-30 08:26:38,2020-12-30 08:26:38,,6,0
9421,HP:0032140,,,,2020-12-30 08:26:40,2020-12-30 08:26:40,,10,0
9422,HP:0032148,,,,2020-12-30 08:26:46,2020-12-30 08:26:46,,34,0
9423,HP:0032156,,,Loss of sections of skin either spontaneously or after gentle handling.,2020-12-30 08:27:19,2021-01-19 16:58:31,skin,2,0
9424,HP:0032158,,,,2020-12-30 08:27:20,2020-12-30 08:27:20,,93,0
9425,HP:0032159,,,,2020-12-30 08:28:01,2020-12-30 08:28:01,,1,0
9426,HP:0032160,,,,2020-12-30 08:28:01,2020-12-30 08:28:01,,1,0
9427,HP:0032162,,,A type of infection of the skin that can be regarded as a sign of a pathological susceptibility to infection.,2020-12-30 08:28:02,2021-01-19 16:52:04,skin,6,0
9428,HP:0032166,,,,2020-12-30 08:28:05,2020-12-30 08:28:05,,1,0
9429,HP:0032169,,,,2020-12-30 08:28:05,2020-12-30 08:28:05,,26,0
9430,HP:0032179,,,,2020-12-30 08:28:21,2020-12-30 08:28:21,,7,0
9431,HP:0032180,,,,2020-12-30 08:28:24,2020-12-30 08:28:24,,1089,0
9432,HP:0032182,,,,2020-12-30 08:39:17,2020-12-30 08:39:17,,1,0
9433,HP:0032184,,,,2020-12-30 08:39:17,2020-12-30 08:39:17,,1,0
9434,HP:0032192,,,,2020-12-30 08:39:17,2020-12-30 08:39:17,,4,0
9435,HP:0032198,,,,2020-12-30 08:39:19,2020-12-30 08:39:19,,2,0
9436,HP:0032199,,,,2020-12-30 08:39:19,2020-12-30 08:39:19,,33,0
9437,HP:0032204,,,,2020-12-30 08:39:34,2020-12-30 08:39:34,,1,0
9438,HP:0032207,,,,2020-12-30 08:39:34,2020-12-30 08:39:34,,10,0
9439,HP:0032209,,,,2020-12-30 08:39:38,2020-12-30 08:39:38,,2,0
9440,HP:0032210,,,,2020-12-30 08:39:39,2020-12-30 08:39:39,,1,0
9441,HP:0032216,,,,2020-12-30 08:39:40,2020-12-30 08:39:40,,1,0
9442,HP:0032219,,,,2020-12-30 08:39:51,2020-12-30 08:39:51,,1,0
9443,HP:0032220,,,,2020-12-30 08:39:52,2020-12-30 08:39:52,,2,0
9444,HP:0032222,,,,2020-12-30 08:39:53,2020-12-30 08:39:53,,1,0
9445,HP:0032226,,,,2020-12-30 08:39:53,2020-12-30 08:39:53,,1,0
9446,HP:0032229,,,,2020-12-30 08:39:54,2020-12-30 08:39:54,,1,0
9447,HP:0032230,,,,2020-12-30 08:39:54,2020-12-30 08:39:54,,1,0
9448,HP:0032231,,,,2020-12-30 08:39:54,2020-12-30 08:39:54,,5,0
9449,HP:0032241,,,,2020-12-30 08:39:56,2020-12-30 08:39:56,,4,0
9450,HP:0032243,,,,2020-12-30 08:39:58,2020-12-30 08:39:58,,31,0
9451,HP:0032244,,,,2020-12-30 08:40:17,2020-12-30 08:40:17,,1,0
9452,HP:0032245,,,,2020-12-30 08:40:18,2020-12-30 08:40:18,,122,0
9453,HP:0032247,,,,2020-12-30 08:41:17,2020-12-30 08:41:17,,1,0
9454,HP:0032248,,,,2020-12-30 08:41:17,2020-12-30 08:41:17,,6,0
9455,HP:0032251,,,,2020-12-30 08:41:19,2020-12-30 08:41:19,,532,0
9456,HP:0032252,,,,2020-12-30 08:46:32,2020-12-30 08:46:32,,3,0
9457,HP:0032260,,,,2020-12-30 08:46:34,2020-12-30 08:46:34,,1,0
9458,HP:0032272,,,,2020-12-30 08:49:04,2020-12-30 08:49:04,,1,0
9459,HP:0032273,,,,2020-12-30 08:49:04,2020-12-30 08:49:04,,1,0
9460,HP:0032274,,,,2020-12-30 08:49:04,2020-12-30 08:49:04,,1,0
9461,HP:0032275,,,,2020-12-30 08:49:05,2020-12-30 08:49:05,,1,0
9462,HP:0032276,,,,2020-12-30 08:49:05,2020-12-30 08:49:05,,1,0
9463,HP:0032278,,,,2020-12-30 08:49:05,2020-12-30 08:49:05,,4,0
9464,HP:0032283,,,,2020-12-30 08:49:07,2020-12-30 08:49:07,,1,0
9465,HP:0032284,,,,2020-12-30 08:49:07,2020-12-30 08:49:07,,1,0
9466,HP:0032309,,,,2020-12-30 08:49:08,2020-12-30 08:49:08,,217,0
9467,HP:0032311,,,,2020-12-30 08:51:04,2020-12-30 08:51:04,,1,0
9468,HP:0032312,,,,2020-12-30 08:51:04,2020-12-30 08:51:04,,1,0
9469,HP:0032313,,,,2020-12-30 08:51:05,2020-12-30 08:51:05,,1,0
9470,HP:0032314,,,,2020-12-30 08:51:05,2020-12-30 08:51:05,,2,0
9471,HP:0032315,,,,2020-12-30 08:51:06,2020-12-30 08:51:06,,1,0
9472,HP:0032323,,,,2020-12-30 08:51:06,2020-12-30 08:51:06,,4,0
9473,HP:0032325,,,,2020-12-30 08:51:07,2020-12-30 08:51:07,,2,0
9474,HP:0032327,,,,2020-12-30 08:51:08,2020-12-30 08:51:08,,2,0
9475,HP:0032341,,,,2020-12-30 08:51:09,2020-12-30 08:51:09,,17,0
9476,HP:0032342,,,,2020-12-30 08:51:16,2020-12-30 08:51:16,,5,0
9477,HP:0032346,,,,2020-12-30 08:51:19,2020-12-30 08:51:19,,1,0
9478,HP:0032347,,,,2020-12-30 08:51:19,2020-12-30 08:51:19,,1,0
9479,HP:0032352,,,,2020-12-30 08:51:19,2020-12-30 08:51:19,,1,0
9480,HP:0032367,,,,2020-12-30 08:51:20,2020-12-30 08:51:20,,134,0
