head,relation,tail
icd11:1977314608,is_a,icd11:594985308
icd11:1469259578,is_a,icd11:172733763
icd11:1393693773,is_a,icd11:1745135347
icd11:1393693773,is_a,icd11:2052676433
icd11:1851012020,is_a,icd11:2144774073
icd11:140962917,is_a,icd11:1428089375
icd11:552673288,is_a,icd11:1742248014
icd11:1763995532,is_a,icd11:1443351187
icd11:1894362791,is_a,icd11:106304476
icd11:813382525,is_a,icd11:245221967
icd11:1952242927,is_a,icd11:1627987797
icd11:2014477062,is_a,icd11:437941753
icd11:2014477062,is_a,icd11:445309625
icd11:358222344,is_a,icd11:405818185
icd11:453912255,is_a,icd11:1191427209
icd11:576438647,is_a,icd11:425706508
icd11:1474816492,is_a,icd11:919394347
icd11:1074667008,is_a,icd11:1975361268
icd11:411436947,is_a,icd11:160661062
icd11:1674066864,is_a,icd11:1309973365
icd11:1140626172,is_a,icd11:1624343310
icd11:718389064,is_a,icd11:941176477
icd11:61181798,is_a,icd11:1845007284
icd11:61181798,is_a,icd11:299242184
icd11:407513390,is_a,icd11:2007777621
icd11:1395868459,is_a,icd11:66005738
icd11:1476767953,is_a,icd11:2001301681
icd11:937488272,is_a,icd11:767409015
icd11:160345690,is_a,icd11:1988623146
icd11:1531704614,is_a,icd11:1622653958
icd11:679740024,is_a,icd11:2144774073
icd11:2106872801,is_a,icd11:1615091898
icd11:2106872801,is_a,icd11:308785511
icd11:2056462622,is_a,icd11:65720611
icd11:754631109,is_a,icd11:1840670133
icd11:64163683,is_a,icd11:862499204
icd11:64163683,is_a,icd11:1922613180
icd11:1790224502,is_a,icd11:1661968243
icd11:662291803,is_a,icd11:428347394
icd11:1864698060,is_a,icd11:1807730236
icd11:418817975,is_a,icd11:570822911
icd11:1916946013,is_a,icd11:901411509
icd11:454351890,is_a,icd11:31664821
icd11:454351890,is_a,icd11:1174467290
icd11:941488646,is_a,icd11:1697803519
icd11:1935164290,is_a,icd11:1594391732
icd11:1935164290,is_a,icd11:2065076111
icd11:2005712985,is_a,icd11:2143423572
icd11:1072294892,is_a,icd11:1471659571
icd11:372387893,is_a,icd11:705200672
icd11:936400801,is_a,icd11:1942273754
icd11:51082777,is_a,icd11:574291789
icd11:2057185272,is_a,icd11:1119008568
icd11:703108578,is_a,icd11:1831158013
icd11:952209928,is_a,icd11:2132718683
icd11:534259311,is_a,icd11:357201965
icd11:2001785755,is_a,icd11:1866587875
icd11:1626557438,is_a,icd11:1987089698
icd11:1572057936,is_a,icd11:636081762
icd11:635113041,is_a,icd11:482914030
icd11:635113041,is_a,icd11:811020627
icd11:895947895,is_a,icd11:71926572
icd11:490390892,is_a,icd11:767409015
icd11:490390892,is_a,icd11:1122238335
icd11:1464650282,is_a,icd11:2052487317
icd11:1822131786,is_a,icd11:417920497
icd11:499656812,is_a,icd11:1194018225
icd11:1700210133,is_a,icd11:1156567558
icd11:1700210133,is_a,icd11:351548110
icd11:1700210133,is_a,icd11:1443941730
icd11:1226494097,is_a,icd11:6464079
icd11:983522762,is_a,icd11:1739639601
icd11:1047128645,is_a,icd11:928435705
icd11:2058595636,is_a,icd11:767409015
icd11:2058595636,is_a,icd11:917691180
icd11:1071730688,is_a,icd11:2026855228
icd11:552979445,is_a,icd11:25801498
icd11:94740540,is_a,icd11:501621956
icd11:322774774,is_a,icd11:2144774073
icd11:613435559,is_a,icd11:1156567558
icd11:1145144140,is_a,icd11:647260534
icd11:1838547056,is_a,icd11:1018027038
icd11:1288797757,is_a,icd11:1130198023
icd11:1006204701,is_a,icd11:141462889
icd11:812427240,is_a,icd11:216625985
icd11:1024537930,is_a,icd11:1729106757
icd11:860564502,is_a,icd11:876005123
icd11:2132057671,is_a,icd11:1475546212
icd11:2112681823,is_a,icd11:1654612170
icd11:2112681823,is_a,icd11:8171196
icd11:1055080410,is_a,icd11:78189128
icd11:1682857588,is_a,icd11:1644926300
icd11:1688980852,is_a,icd11:143807416
icd11:72421795,is_a,icd11:1838678314
icd11:310887391,is_a,icd11:1643733121
icd11:310887391,is_a,icd11:53235915
icd11:89812225,is_a,icd11:273325594
icd11:89812225,is_a,icd11:1358355874
icd11:540896913,is_a,icd11:947841641
icd11:540896913,is_a,icd11:1430564150
icd11:1557065502,is_a,icd11:1262123607
icd11:181074102,is_a,icd11:435641775
icd11:1680177661,is_a,icd11:1397248326
icd11:1654612170,is_a,icd11:1596419171
icd11:1998421548,is_a,icd11:1221705134
icd11:1999142975,is_a,icd11:1724920772
icd11:2044170142,is_a,icd11:610583617
icd11:1227474618,is_a,icd11:883117823
icd11:1227474618,is_a,icd11:1090821268
icd11:1257063045,is_a,icd11:673647195
icd11:1257063045,is_a,icd11:480016035
icd11:1963707662,is_a,icd11:1156567558
icd11:1636633516,is_a,icd11:1643733121
icd11:1636633516,is_a,icd11:282947670
icd11:1594304486,is_a,icd11:162797488
icd11:780743627,is_a,icd11:141462889
icd11:1173690756,is_a,icd11:1639304259
icd11:803086260,is_a,icd11:2016900188
icd11:734451870,is_a,icd11:1156567558
icd11:1282358996,is_a,icd11:1757898640
icd11:1978274002,is_a,icd11:1056888958
icd11:1978274002,is_a,icd11:435152554
icd11:2035997192,is_a,icd11:1349492056
icd11:481244592,is_a,icd11:786506553
icd11:116689948,is_a,icd11:764709846
icd11:1466011645,is_a,icd11:1465667896
icd11:2005516021,is_a,icd11:1012792544
icd11:113306978,is_a,icd11:856792458
icd11:113306978,is_a,icd11:257306523
icd11:765718061,is_a,icd11:1088800108
icd11:1627239379,is_a,icd11:2088802678
icd11:1493935223,is_a,icd11:1968559772
icd11:2138563851,is_a,icd11:435152554
icd11:921797768,is_a,icd11:886393867
icd11:640937125,is_a,icd11:1179082745
icd11:1860796142,is_a,icd11:730479772
icd11:1592720372,is_a,icd11:2038606821
icd11:237389615,is_a,icd11:1887882424
icd11:237389615,is_a,icd11:1223380074
icd11:1868156761,is_a,icd11:261248609
icd11:541084000,is_a,icd11:515813788
icd11:826218016,is_a,icd11:1702915822
icd11:254600628,is_a,icd11:786506553
icd11:1774705970,is_a,icd11:1091480008
icd11:1050582964,is_a,icd11:1551793027
icd11:1912336443,is_a,icd11:1595346575
icd11:751098442,is_a,icd11:646301528
icd11:1357483787,is_a,icd11:1883423833
icd11:1391202028,is_a,icd11:283910751
icd11:164320836,is_a,icd11:1654557497
icd11:1741624812,is_a,icd11:2139918612
icd11:1605659747,is_a,icd11:1366758649
icd11:1605659747,is_a,icd11:250018994
icd11:156130639,is_a,icd11:1727861485
icd11:108293340,is_a,icd11:721319964
icd11:108293340,is_a,icd11:757048800
icd11:2099491584,is_a,icd11:2021810977
icd11:1698632179,is_a,icd11:1601892156
icd11:819475103,is_a,icd11:889309257
icd11:1262123607,is_a,icd11:1241191580
icd11:1539095990,is_a,icd11:923546127
icd11:2142042007,is_a,icd11:1156567558
icd11:440708051,is_a,icd11:945071067
icd11:742410330,is_a,icd11:530229973
icd11:742410330,is_a,icd11:1622289887
icd11:1280729393,is_a,icd11:1173370808
icd11:1778057322,is_a,icd11:2054208433
icd11:1113124609,is_a,icd11:1576710885
icd11:1113124609,is_a,icd11:1471544573
icd11:78357809,is_a,icd11:477720002
icd11:1410274578,is_a,icd11:640937125
icd11:455894495,is_a,icd11:72187492
icd11:153320433,is_a,icd11:1849568465
icd11:1653521697,is_a,icd11:1980311354
icd11:462075595,is_a,icd11:1861250844
icd11:462075595,is_a,icd11:955213795
icd11:1319663378,is_a,icd11:1307990384
icd11:167365321,is_a,icd11:795969334
icd11:1812980207,is_a,icd11:609177862
icd11:514918861,is_a,icd11:969101922
icd11:955205800,is_a,icd11:350175828
icd11:1183730789,is_a,icd11:992865924
icd11:1350323507,is_a,icd11:775264371
icd11:1282674748,is_a,icd11:455296539
icd11:896657577,is_a,icd11:1156567558
icd11:896657577,is_a,icd11:1416059396
icd11:416684379,is_a,icd11:1018027038
icd11:416684379,is_a,icd11:1819307779
icd11:1435762443,is_a,icd11:889309257
icd11:1435762443,is_a,icd11:91312956
icd11:1587117114,is_a,icd11:1315062714
icd11:134201576,is_a,icd11:24521776
icd11:69312831,is_a,icd11:2100075501
icd11:1203843265,is_a,icd11:183283901
icd11:348535193,is_a,icd11:640937125
icd11:364669853,is_a,icd11:730479772
icd11:1072978670,is_a,icd11:1780076091
icd11:1083305925,is_a,icd11:263366843
icd11:821384295,is_a,icd11:1797589304
icd11:1142696707,is_a,icd11:395565060
icd11:1889504911,is_a,icd11:113043090
icd11:956532937,is_a,icd11:1389026615
icd11:818149360,is_a,icd11:1584947339
icd11:1790873921,is_a,icd11:428347394
icd11:201235221,is_a,icd11:1879363024
icd11:1544654070,is_a,icd11:795969334
icd11:1277769390,is_a,icd11:1802307036
icd11:9691905,is_a,icd11:644483573
icd11:2037739046,is_a,icd11:214166103
icd11:1299624490,is_a,icd11:666962606
icd11:2129036552,is_a,icd11:1697597215
icd11:2129036552,is_a,icd11:1520135105
icd11:2129036552,is_a,icd11:1186249543
icd11:1906812546,is_a,icd11:775264371
icd11:488569992,is_a,icd11:1897656051
icd11:488569992,is_a,icd11:1861250844
icd11:512300297,is_a,icd11:1188535025
icd11:419128627,is_a,icd11:154731294
icd11:827988824,is_a,icd11:1731433055
icd11:1361635391,is_a,icd11:1878195719
icd11:1550656851,is_a,icd11:66996647
icd11:686243338,is_a,icd11:874338532
icd11:316643992,is_a,icd11:772982663
icd11:1204593394,is_a,icd11:91312956
icd11:1075050916,is_a,icd11:273325594
icd11:1051158630,is_a,icd11:1465001518
icd11:422046362,is_a,icd11:1814010997
icd11:691720151,is_a,icd11:1731246019
icd11:2029088182,is_a,icd11:2144774073
icd11:1304018815,is_a,icd11:1944913975
icd11:1276237557,is_a,icd11:1887882424
icd11:531375176,is_a,icd11:1980311354
icd11:1404381968,is_a,icd11:2132718683
icd11:840559544,is_a,icd11:145437080
icd11:1449348512,is_a,icd11:719748739
icd11:893527307,is_a,icd11:1980311354
icd11:1276477982,is_a,icd11:1923797700
icd11:1276477982,is_a,icd11:482153699
icd11:1744077271,is_a,icd11:608747712
icd11:1744077271,is_a,icd11:1166462335
icd11:1181289910,is_a,icd11:71488193
icd11:1181289910,is_a,icd11:768107514
icd11:1644383468,is_a,icd11:261248609
icd11:1825849023,is_a,icd11:1186249543
icd11:1448109390,is_a,icd11:1955286209
icd11:605260714,is_a,icd11:2120943593
icd11:1090821268,is_a,icd11:106304476
icd11:1868140502,is_a,icd11:1435390252
icd11:713538627,is_a,icd11:615658429
icd11:1015982132,is_a,icd11:773281372
icd11:1616915738,is_a,icd11:1475546212
icd11:1334121111,is_a,icd11:141462889
icd11:703671778,is_a,icd11:301437768
icd11:155264956,is_a,icd11:1160781209
icd11:1520939855,is_a,icd11:435641775
icd11:1937503244,is_a,icd11:1646728781
icd11:1937503244,is_a,icd11:365022111
icd11:1783631508,is_a,icd11:522973276
icd11:1568433303,is_a,icd11:154004890
icd11:247535295,is_a,icd11:748282847
icd11:247535295,is_a,icd11:71458216
icd11:528253911,is_a,icd11:1290704160
icd11:1121465374,is_a,icd11:1192407880
icd11:1465569376,is_a,icd11:1531077719
icd11:1096204845,is_a,icd11:1577548269
icd11:392781197,is_a,icd11:1643733121
icd11:392781197,is_a,icd11:635113041
icd11:891652224,is_a,icd11:636081762
icd11:2115467890,is_a,icd11:533054712
icd11:483470562,is_a,icd11:785971431
icd11:768107514,is_a,icd11:1167326119
icd11:85700944,is_a,icd11:1173370808
icd11:1826863320,is_a,icd11:829480468
icd11:1826863320,is_a,icd11:1790876521
icd11:1456138933,is_a,icd11:445309625
icd11:1726890736,is_a,icd11:556027555
icd11:1726890736,is_a,icd11:1845007284
icd11:1726890736,is_a,icd11:299242184
icd11:348525836,is_a,icd11:1651247891
icd11:320934595,is_a,icd11:889309257
icd11:320934595,is_a,icd11:91312956
icd11:1951293028,is_a,icd11:1282977640
icd11:1001262689,is_a,icd11:754427939
icd11:2065463902,is_a,icd11:878417869
icd11:2128839125,is_a,icd11:1226494097
icd11:881520257,is_a,icd11:224921186
icd11:668351543,is_a,icd11:1627829238
icd11:1431813860,is_a,icd11:1405407847
icd11:2039415173,is_a,icd11:1465035083
icd11:819921930,is_a,icd11:1806329739
icd11:455546556,is_a,icd11:371242799
icd11:1428905921,is_a,icd11:360738219
icd11:1428905921,is_a,icd11:872245808
icd11:1428905921,is_a,icd11:1564698188
icd11:1021158854,is_a,icd11:1964995689
icd11:144124957,is_a,icd11:609177862
icd11:144124957,is_a,icd11:1040820675
icd11:532322873,is_a,icd11:1542252776
icd11:758537040,is_a,icd11:1156567558
icd11:1045980161,is_a,icd11:643334575
icd11:752836859,is_a,icd11:1993224560
icd11:126210882,is_a,icd11:710405171
icd11:395127236,is_a,icd11:655608138
icd11:1518322360,is_a,icd11:1897656051
icd11:898694798,is_a,icd11:1532939912
icd11:807277512,is_a,icd11:1227401566
icd11:380028323,is_a,icd11:455330172
icd11:607948825,is_a,icd11:1790484912
icd11:337248382,is_a,icd11:297439963
icd11:1231144994,is_a,icd11:795969334
icd11:272312002,is_a,icd11:698540116
icd11:827953683,is_a,icd11:64081271
icd11:827953683,is_a,icd11:902107952
icd11:2068599778,is_a,icd11:1012134223
icd11:1486114885,is_a,icd11:100430224
icd11:325478634,is_a,icd11:1988623146
icd11:1307732876,is_a,icd11:523640904
icd11:327716053,is_a,icd11:116516861
icd11:1989308240,is_a,icd11:1066048766
icd11:340127408,is_a,icd11:1531033936
icd11:445808781,is_a,icd11:1980311354
icd11:487269510,is_a,icd11:1723545
icd11:278065347,is_a,icd11:2338375
icd11:1370112759,is_a,icd11:1634507618
icd11:1370112759,is_a,icd11:939513521
icd11:1370112759,is_a,icd11:2070891383
icd11:612149960,is_a,icd11:1156567558
icd11:1797007957,is_a,icd11:1314630323
icd11:1665768774,is_a,icd11:570822911
icd11:1803982621,is_a,icd11:1574420820
icd11:1803982621,is_a,icd11:51983773
icd11:1085523387,is_a,icd11:1841044964
icd11:1697708659,is_a,icd11:923546127
icd11:761477306,is_a,icd11:280360139
icd11:400350311,is_a,icd11:520566646
icd11:320346211,is_a,icd11:1126973532
icd11:1044935023,is_a,icd11:168471930
icd11:694583420,is_a,icd11:2080388317
icd11:1362277299,is_a,icd11:1878195719
icd11:2030637145,is_a,icd11:1156567558
icd11:2030637145,is_a,icd11:595701953
icd11:2030637145,is_a,icd11:568986992
icd11:456876588,is_a,icd11:1075198519
icd11:469672509,is_a,icd11:845065622
icd11:1497377667,is_a,icd11:1156567558
icd11:500633134,is_a,icd11:1146721014
icd11:2034503174,is_a,icd11:842877470
icd11:1183814009,is_a,icd11:1056503692
icd11:1624343310,is_a,icd11:1851131352
icd11:281781029,is_a,icd11:928435705
icd11:1746934910,is_a,icd11:1819307779
icd11:1746934910,is_a,icd11:1361183839
icd11:1337969629,is_a,icd11:2113829751
icd11:333264155,is_a,icd11:428347394
icd11:1761652827,is_a,icd11:1179082745
icd11:484607000,is_a,icd11:1435049566
icd11:552097768,is_a,icd11:1313691675
icd11:50665126,is_a,icd11:1934975006
icd11:557093783,is_a,icd11:1802015751
icd11:500232033,is_a,icd11:566746993
icd11:1287318903,is_a,icd11:1401435771
icd11:942309686,is_a,icd11:945558601
icd11:1412960686,is_a,icd11:435641775
icd11:2054208433,is_a,icd11:1056888958
icd11:441760957,is_a,icd11:1156567558
icd11:441760957,is_a,icd11:2088802678
icd11:441760957,is_a,icd11:595701953
icd11:188639283,is_a,icd11:1435049566
icd11:995276961,is_a,icd11:827609320
icd11:2131747719,is_a,icd11:1192407880
icd11:340796962,is_a,icd11:1421374970
icd11:340796962,is_a,icd11:888724880
icd11:1530647364,is_a,icd11:964975497
icd11:1932629119,is_a,icd11:1352452075
icd11:1493830367,is_a,icd11:1771541907
icd11:1493830367,is_a,icd11:902107952
icd11:636081762,is_a,icd11:419739921
icd11:2113736652,is_a,icd11:1642258398
icd11:855572551,is_a,icd11:410563918
icd11:1640192066,is_a,icd11:1958224633
icd11:1640192066,is_a,icd11:134161404
icd11:1582913208,is_a,icd11:2113829751
icd11:370440252,is_a,icd11:455894495
icd11:251857333,is_a,icd11:1448983042
icd11:999231798,is_a,icd11:1404622826
icd11:187120070,is_a,icd11:416684379
icd11:207371595,is_a,icd11:2144774073
icd11:1282977640,is_a,icd11:2120746218
icd11:1654557497,is_a,icd11:1564698188
icd11:1654557497,is_a,icd11:1471544573
icd11:641763399,is_a,icd11:1166232738
icd11:1857606837,is_a,icd11:1296505621
icd11:1981283512,is_a,icd11:29524620
icd11:974520638,is_a,icd11:239470843
icd11:150752330,is_a,icd11:1873247529
icd11:1059053724,is_a,icd11:1054502653
icd11:1448983042,is_a,icd11:1706880799
icd11:1800793156,is_a,icd11:1097036276
icd11:1191822552,is_a,icd11:573139734
icd11:1772703008,is_a,icd11:1588922421
icd11:862100410,is_a,icd11:1365092075
icd11:1311402911,is_a,icd11:1397248326
icd11:1732110377,is_a,icd11:1314630323
icd11:973081981,is_a,icd11:331647727
icd11:1545173342,is_a,icd11:2026855228
icd11:1952122675,is_a,icd11:440403304
icd11:1373335705,is_a,icd11:1576710885
icd11:1634507618,is_a,icd11:371242799
icd11:547226827,is_a,icd11:449163453
icd11:154004890,is_a,icd11:1435238626
icd11:1280890201,is_a,icd11:1040820675
icd11:659252910,is_a,icd11:157647942
icd11:1211753554,is_a,icd11:425706508
icd11:484310803,is_a,icd11:64081271
icd11:1928505945,is_a,icd11:841437704
icd11:1928505945,is_a,icd11:369012830
icd11:2108301403,is_a,icd11:565439556
icd11:493479103,is_a,icd11:1339615175
icd11:1302353561,is_a,icd11:1706880799
icd11:39929015,is_a,icd11:2128276276
icd11:386386782,is_a,icd11:1156567558
icd11:794776323,is_a,icd11:522040577
icd11:83975438,is_a,icd11:923306251
icd11:920396015,is_a,icd11:1156567558
icd11:1665973373,is_a,icd11:1968559772
icd11:725634338,is_a,icd11:1084365812
icd11:1905628599,is_a,icd11:1825957297
icd11:2100889854,is_a,icd11:1440651997
icd11:30413426,is_a,icd11:969101922
icd11:30413426,is_a,icd11:1024151204
icd11:585187238,is_a,icd11:635930769
icd11:1805002458,is_a,icd11:1056888958
icd11:1096683428,is_a,icd11:348535193
icd11:720909694,is_a,icd11:1894744640
icd11:1910704344,is_a,icd11:718200579
icd11:1154723141,is_a,icd11:799238711
icd11:616315615,is_a,icd11:1897656051
icd11:1859072657,is_a,icd11:1493830367
icd11:1372039296,is_a,icd11:112774633
icd11:558215570,is_a,icd11:442318819
icd11:1706065150,is_a,icd11:2142927078
icd11:1706065150,is_a,icd11:1389496349
icd11:2032142067,is_a,icd11:1402978031
icd11:2032142067,is_a,icd11:1851131352
icd11:1498426839,is_a,icd11:1133998897
icd11:831462208,is_a,icd11:1056888958
icd11:831462208,is_a,icd11:317129638
icd11:969253189,is_a,icd11:1465001518
icd11:969253189,is_a,icd11:1283926457
icd11:1536893861,is_a,icd11:1205902774
icd11:145649589,is_a,icd11:445484522
icd11:738901078,is_a,icd11:726236989
icd11:620905633,is_a,icd11:464336101
icd11:1147277534,is_a,icd11:2138350178
icd11:21709879,is_a,icd11:377803917
icd11:1856995165,is_a,icd11:1980311354
icd11:2003093973,is_a,icd11:1233304838
icd11:781367743,is_a,icd11:913672403
icd11:1020467726,is_a,icd11:680322043
icd11:1503512868,is_a,icd11:1627987797
icd11:440552132,is_a,icd11:1585443443
icd11:2087019714,is_a,icd11:522973276
icd11:372723510,is_a,icd11:387414678
icd11:205742131,is_a,icd11:482914030
icd11:205742131,is_a,icd11:1490534861
icd11:1859468363,is_a,icd11:1785103254
icd11:64683768,is_a,icd11:235400978
icd11:113850922,is_a,icd11:1731433055
icd11:708418764,is_a,icd11:705200672
icd11:2097260360,is_a,icd11:531095761
icd11:2097260360,is_a,icd11:1283926457
icd11:779564433,is_a,icd11:1989773046
icd11:1308163750,is_a,icd11:2132718683
icd11:1000933792,is_a,icd11:1785103254
icd11:1845178526,is_a,icd11:191565955
icd11:160886685,is_a,icd11:467632481
icd11:1215035809,is_a,icd11:1952642183
icd11:1466487054,is_a,icd11:213831678
icd11:20350466,is_a,icd11:1685932952
icd11:177886190,is_a,icd11:406510021
icd11:895541233,is_a,icd11:430849255
icd11:1871134805,is_a,icd11:1645784155
icd11:2087939516,is_a,icd11:1231509064
icd11:1996095396,is_a,icd11:318744822
icd11:446523949,is_a,icd11:1639304259
icd11:202081629,is_a,icd11:466068824
icd11:110057539,is_a,icd11:1674422101
icd11:66005738,is_a,icd11:646301528
icd11:1947967804,is_a,icd11:1122633896
icd11:600719715,is_a,icd11:1066048766
icd11:1152933485,is_a,icd11:1222180122
icd11:359681010,is_a,icd11:106304476
icd11:1811834569,is_a,icd11:1742248014
icd11:1925228339,is_a,icd11:381784196
