head,relation,tail
hpo:HP:0001596,has_synonym,syn:Hair loss
hpo:HP:0012710,has_synonym,syn:Ingrown nail
hpo:HP:0004540,has_synonym,syn:Congenital generalised hypertrichosis
hpo:HP:0004540,has_synonym,syn:Congenital generalized hypertrichosis
hpo:HP:0004540,has_synonym,"syn:Congenital, generalised hypertrichosis"
hpo:HP:0004540,has_synonym,syn:Hypertrichosis universalis
hpo:HP:0004535,has_synonym,syn:Congenital cervical hypertrichosis
hpo:HP:0004535,has_synonym,"syn:Hypertrichosis, congenital anterior cervical"
hpo:HP:0034193,has_synonym,syn:Blistering with cleavage within basal keratinocytes
hpo:HP:0034193,has_synonym,syn:Cleavage within the basal keratinocyte layer
hpo:HP:0005325,has_synonym,syn:Unusual hairline with hair growth on temples extending to lateral eyebrow
hpo:HP:0007526,has_synonym,syn:Hypopigmented upper extremeity skin patches
hpo:HP:0007526,has_synonym,syn:Patchy loss of skin color on arms
hpo:HP:0007526,has_synonym,syn:Patchy loss of skin colour on arms
hpo:HP:0007500,has_synonym,syn:Decreased sweat glands
hpo:HP:0007500,has_synonym,syn:Decreased sweat pores
hpo:HP:0008066,has_synonym,syn:Abnormal blistering of the skin
hpo:HP:0008066,has_synonym,syn:Blister
hpo:HP:0008066,has_synonym,"syn:Blistering, generalised"
hpo:HP:0008066,has_synonym,"syn:Blistering, generalized"
hpo:HP:0008066,has_synonym,syn:Blisters
hpo:HP:0008066,has_synonym,syn:Skin blisters
hpo:HP:0008066,has_synonym,syn:Skin bullae
hpo:HP:0410400,has_synonym,syn:Absence of sebaceous glands
hpo:HP:0001071,has_synonym,syn:Fabry syndrome
hpo:HP:0031405,has_synonym,syn:Eccrine hidradenoma
hpo:HP:0031405,has_synonym,syn:Eccrine hidradenoma of skin
hpo:HP:0031405,has_synonym,syn:Poroma
hpo:HP:0100803,has_synonym,syn:Abnormality of the periungual region
hpo:HP:0033510,has_synonym,syn:Cornu cutaneum
hpo:HP:0200016,has_synonym,syn:Acral keratosis
hpo:HP:0010813,has_synonym,syn:Abnormal number of hair swirls
hpo:HP:0010813,has_synonym,syn:Abnormal number of hair whorls
hpo:HP:0010813,has_synonym,syn:Double crown (hair whorls)
hpo:HP:0010813,has_synonym,syn:Extra hair swirls
hpo:HP:0010813,has_synonym,syn:Extra hair whorl
hpo:HP:0010813,has_synonym,syn:Supernumary hair swirls
hpo:HP:0010813,has_synonym,syn:Supernumary hair whorl
hpo:HP:0001045,has_synonym,syn:Blotchy loss of skin color
hpo:HP:0001045,has_synonym,syn:Blotchy loss of skin colour
hpo:HP:0007464,has_synonym,syn:Sparse facial hair
hpo:HP:0008400,has_synonym,syn:Detachment of outermost fingernails
hpo:HP:0001808,has_synonym,syn:Brittle nails
hpo:HP:0002209,has_synonym,syn:Decreased number of scalp follicles
hpo:HP:0002209,has_synonym,syn:Hypotrichosis on scalp
hpo:HP:0002209,has_synonym,syn:Reduced amount of scalp hair
hpo:HP:0002209,has_synonym,syn:Reduced/lack of hair on scalp
hpo:HP:0002209,has_synonym,syn:Reduction in the number of scalp follicles
hpo:HP:0002209,has_synonym,syn:Scalp hypotrichosis
hpo:HP:0002209,has_synonym,syn:Sparse scalp hair
hpo:HP:0002209,has_synonym,syn:Thin scalp hair
hpo:HP:0002209,has_synonym,syn:Thinning scalp hair
hpo:HP:0001805,has_synonym,syn:Dystrophic thickened nails
hpo:HP:0001805,has_synonym,syn:Onychogryposis
hpo:HP:0001805,has_synonym,syn:Thick nail
hpo:HP:0001805,has_synonym,syn:Thickened nails
hpo:HP:0002231,has_synonym,syn:Limited body hair
hpo:HP:0002231,has_synonym,syn:Little body hair
hpo:HP:0002231,has_synonym,syn:Sparse body hair
hpo:HP:0002231,has_synonym,syn:Sparse to absent body hair
hpo:HP:0410133,has_synonym,syn:Chronic idiopathic urticaria
hpo:HP:0410133,has_synonym,syn:Chronic spontaneous urticaria
hpo:HP:0410133,has_synonym,syn:CIU
hpo:HP:0410133,has_synonym,syn:CSU
hpo:HP:0025092,has_synonym,syn:Acanthosis
hpo:HP:0025092,has_synonym,syn:Acanthotic epidermis
hpo:HP:0025092,has_synonym,syn:Epidermal hyperplasia
hpo:HP:0025092,has_synonym,syn:Thickening of upper layer of skin
hpo:HP:0004524,has_synonym,syn:Reduced hair growth in temporal region
hpo:HP:0000527,has_synonym,syn:Ciliary trichomegaly
hpo:HP:0000527,has_synonym,syn:Eyelash trichomegaly
hpo:HP:0000527,has_synonym,syn:Increased length of eyelashes
hpo:HP:0000527,has_synonym,syn:Long eyelashes
hpo:HP:0000527,has_synonym,syn:Unusually long eyelashes
hpo:HP:0011121,has_synonym,syn:Abnormal skin morphology
hpo:HP:0011121,has_synonym,syn:Abnormal skin structure
hpo:HP:0011121,has_synonym,syn:Abnormality of skin morphology
hpo:HP:0010730,has_synonym,syn:Double eyebrow
hpo:HP:0010730,has_synonym,syn:Duplication of eyebrow
hpo:HP:0032379,has_synonym,syn:Sun allergy
hpo:HP:0000973,has_synonym,syn:Chalazoderma
hpo:HP:0000973,has_synonym,syn:Cutaneous laxity
hpo:HP:0000973,has_synonym,syn:Dermatochalasia
hpo:HP:0000973,has_synonym,syn:Dermatomegaly
hpo:HP:0000973,has_synonym,syn:Elastolysis
hpo:HP:0000973,has_synonym,syn:Generalised elastolysis
hpo:HP:0000973,has_synonym,syn:Generalized elastolysis
hpo:HP:0000973,has_synonym,syn:Hanging skin
hpo:HP:0000973,has_synonym,syn:Hypoelastic skin
hpo:HP:0000973,has_synonym,syn:Inelastic skin
hpo:HP:0000973,has_synonym,syn:Lax skin
hpo:HP:0000973,has_synonym,syn:Loose and inelastic skin
hpo:HP:0000973,has_synonym,syn:Loose skin
hpo:HP:0000973,has_synonym,syn:Skin laxity
hpo:HP:0000973,has_synonym,syn:loose skin
hpo:HP:0001025,has_synonym,syn:Hives
hpo:HP:0040039,has_synonym,syn:Detachment of fingernails
hpo:HP:0040039,has_synonym,syn:Onycholysis of fingernail
hpo:HP:0025510,has_synonym,syn:Speckled lentiginous Nevus
hpo:HP:0000980,has_synonym,syn:Paleness
hpo:HP:0000980,has_synonym,syn:Skin paleness
hpo:HP:0001001,has_synonym,syn:Abnormality of fatty tissue below the skin
hpo:HP:0030410,has_synonym,syn:Sebaceous carcinoma
hpo:HP:0007406,has_synonym,syn:Brown eyelids
hpo:HP:0007406,has_synonym,syn:Dark eyelids
hpo:HP:0007406,has_synonym,syn:Pigmentation of eyelids
hpo:HP:0040052,has_synonym,syn:Abnormality of lower eyelashes
hpo:HP:0034578,has_synonym,syn:Skin biopsy: collagen XVII antibody staining abnormal or absent
hpo:HP:0003777,has_synonym,syn:Flattened and twisted hair
hpo:HP:6000956,has_synonym,syn:Hypergranulating wound
hpo:HP:6000956,has_synonym,syn:Overgranulation
hpo:HP:0001810,has_synonym,syn:Dystrophic toenail changes
hpo:HP:0001810,has_synonym,syn:Dystrophic toenails
hpo:HP:0001810,has_synonym,syn:Poor toenail formation
hpo:HP:0025250,has_synonym,syn:Whitehead
hpo:HP:0007407,has_synonym,syn:Excessive skin wrinkling on back of hands and fingers
hpo:HP:0025272,has_synonym,syn:Chloasma
hpo:HP:0025272,has_synonym,syn:Facial melanosis
hpo:HP:0025813,has_synonym,syn:Scales on eyebrows
hpo:HP:0007587,has_synonym,syn:Numerous pigmented freckles
hpo:HP:0000964,has_synonym,syn:Dermatitis
hpo:HP:0000964,has_synonym,syn:Eczema
hpo:HP:0000384,has_synonym,syn:Ear tag
hpo:HP:0000384,has_synonym,syn:Periauricular skin tag
hpo:HP:0000384,has_synonym,syn:Preauricular acrochordon
hpo:HP:0000384,has_synonym,syn:Preauricular fibroepithelial polyp
hpo:HP:0000384,has_synonym,syn:Preauricular skin tags
hpo:HP:0000384,has_synonym,syn:Preauricular tag
hpo:HP:0000384,has_synonym,syn:Preauricular tags
hpo:HP:0000384,has_synonym,syn:Skin tag in front of the ear
hpo:HP:0000384,has_synonym,syn:Skin tag on the posterior cheek
hpo:HP:0007503,has_synonym,syn:Generalised ichthyosis
hpo:HP:0000993,has_synonym,syn:Molluscoid pseudotumor
hpo:HP:0012322,has_synonym,syn:Perifollicular inflammation
hpo:HP:0100837,has_synonym,syn:Vermiculata atrophoderma
hpo:HP:0002299,has_synonym,syn:Brittle hair
hpo:HP:0002299,has_synonym,syn:Easily breakable hair
hpo:HP:0002299,has_synonym,syn:Fractured hair
hpo:HP:0002299,has_synonym,syn:Fragile hair
hpo:HP:0002299,has_synonym,syn:Reduced tensile strength of hair
hpo:HP:0025164,has_synonym,syn:Increased number of elastic fibres in the dermis
hpo:HP:0001114,has_synonym,syn:Fatty deposits in skin around the eyes
hpo:HP:0001114,has_synonym,syn:Fatty deposits on eyelids
hpo:HP:0001114,has_synonym,syn:Xanthelasma of eyelid
hpo:HP:0001114,has_synonym,syn:Xanthelasma of periocular region
hpo:HP:0001114,has_synonym,syn:Xanthelasma palpebrarum
hpo:HP:0001114,has_synonym,syn:Xanthoma
hpo:HP:0001114,has_synonym,syn:Xanthoma of eyelid
hpo:HP:0001114,has_synonym,syn:Xanthoma of periocular region
hpo:HP:0007502,has_synonym,syn:Hyperkeratosis follicularis
hpo:HP:0032344,has_synonym,syn:Ski-jump toenail
hpo:HP:0032344,has_synonym,syn:Upturned toenail
hpo:HP:0012058,has_synonym,syn:nodular melanoma
hpo:HP:0025325,has_synonym,syn:Medial thinning of eyebrow
hpo:HP:0008401,has_synonym,syn:Overgrowth and curving of toenails
hpo:HP:0004552,has_synonym,syn:Cicatricial alopecia
hpo:HP:0004552,has_synonym,syn:Hair loss on scalp from scarring condition
hpo:HP:0007431,has_synonym,syn:Congenital ichthyosis
hpo:HP:0007431,has_synonym,"syn:Ichthyosis, congenital"
hpo:HP:0008394,has_synonym,syn:Congenital malformed nails
hpo:HP:0033803,has_synonym,syn:Blistering with sub-lamina densa plane of cleavage
hpo:HP:0009760,has_synonym,syn:Pterygium cubitale
hpo:HP:0009760,has_synonym,syn:Webbed elbow
hpo:HP:0007665,has_synonym,syn:Curly eyelashes
hpo:HP:0030819,has_synonym,syn:Upslanting nail
hpo:HP:0030819,has_synonym,syn:Upward angulation of nail
hpo:HP:0006157,has_synonym,syn:Prominent life line
hpo:HP:0002297,has_synonym,syn:Ginger hair color
hpo:HP:0002297,has_synonym,syn:Ginger hair colour
hpo:HP:0002297,has_synonym,syn:Red hair
hpo:HP:0002297,has_synonym,syn:Red hair color
hpo:HP:0002297,has_synonym,syn:Red hair colour
hpo:HP:0002297,has_synonym,syn:Red head (hair color)
hpo:HP:0031364,has_synonym,syn:Ecchymoses
hpo:HP:0033976,has_synonym,syn:Palmar fingernail
hpo:HP:0033976,has_synonym,syn:Ventral fingernail
hpo:HP:0008383,has_synonym,syn:Slow-growing nails
hpo:HP:0007403,has_synonym,syn:Thick skin of soles
hpo:HP:0005592,has_synonym,syn:Macromelanosomes
hpo:HP:0004771,has_synonym,syn:Premature graying of body hair
hpo:HP:0004771,has_synonym,syn:Premature greying of body hair
hpo:HP:0001056,has_synonym,syn:Milk spot
hpo:HP:0001056,has_synonym,syn:Millium cyst
hpo:HP:0100037,has_synonym,syn:Abnormality of the scalp hair
hpo:HP:0025245,has_synonym,syn:Skin cyst
hpo:HP:0011123,has_synonym,syn:Abnormal tendency to infections of the skin
hpo:HP:0011123,has_synonym,syn:Inflammatory abnormality of the skin
hpo:HP:0011123,has_synonym,syn:Inflammatory skin disease
hpo:HP:0011123,has_synonym,syn:Skin inflammation
hpo:HP:0040251,has_synonym,syn:Hand dimples
hpo:HP:0007570,has_synonym,syn:Flegel disease
hpo:HP:0025182,has_synonym,syn:Localised area of pendulous skin
hpo:HP:0009920,has_synonym,syn:Congenital melanosis bulbi
hpo:HP:0009920,has_synonym,syn:Mongolian spot
hpo:HP:0009920,has_synonym,syn:Naevus fuscoceruleus ophthalmomaxillaris
hpo:HP:0009920,has_synonym,syn:Nevus fuscoceruleus ophthalmomaxillaris
hpo:HP:0009920,has_synonym,syn:Nevus of Ito
hpo:HP:0009920,has_synonym,syn:Oculodermal melanocytosis
hpo:HP:0000953,has_synonym,syn:Cutaneous hyperpigmentation
hpo:HP:0000953,has_synonym,syn:Hyperpigmented lesion
hpo:HP:0000953,has_synonym,syn:Increased skin pigmentation
hpo:HP:0000953,has_synonym,syn:Melanoderma
hpo:HP:0000953,has_synonym,syn:Melanodermia
hpo:HP:0000953,has_synonym,syn:Patchy darkened skin
hpo:HP:0000953,has_synonym,syn:Skin hyperpigmentation
hpo:HP:0030254,has_synonym,syn:Nail bed haemorrhage
hpo:HP:0002208,has_synonym,syn:Coarse hair
hpo:HP:0002208,has_synonym,syn:Coarse hair texture
hpo:HP:0002208,has_synonym,syn:Rough hair texture
hpo:HP:0008407,has_synonym,syn:Tightly curved thumb nail
hpo:HP:0002234,has_synonym,syn:Early balding
hpo:HP:0100585,has_synonym,syn:Teleangiectasia of the skin
hpo:HP:0004471,has_synonym,syn:Absent cutis congenita of vertex
hpo:HP:0004471,has_synonym,syn:Aplasia cutis congenita of vertex
hpo:HP:0010816,has_synonym,syn:Epidermal nevi
hpo:HP:0010816,has_synonym,syn:nonepidermolytic keratinocytic nevus
hpo:HP:0007573,has_synonym,syn:Late onset baby eczema
hpo:HP:0010488,has_synonym,syn:Absent/small palm crease
hpo:HP:0010488,has_synonym,syn:Absent/underdeveloped palm crease
hpo:HP:0001067,has_synonym,syn:multiple neurofibromas
hpo:HP:0001067,has_synonym,syn:Neurofibromata
hpo:HP:0001067,has_synonym,syn:Neurofibromatosis
hpo:HP:0002553,has_synonym,syn:Arched eyebrows
hpo:HP:0002553,has_synonym,syn:Bowed and upward slanting eyebrows
hpo:HP:0002553,has_synonym,"syn:Broad, arched eyebrows"
hpo:HP:0002553,has_synonym,syn:High arched eyebrows
hpo:HP:0002553,has_synonym,"syn:High, rounded eyebrows"
hpo:HP:0002553,has_synonym,syn:High-arched eyebrows
hpo:HP:0002553,has_synonym,syn:Highly arched eyebrow
hpo:HP:0002553,has_synonym,"syn:Thick, flared eyebrows"
hpo:HP:0008402,has_synonym,syn:Longitudinally grooved fingernails
hpo:HP:0008402,has_synonym,syn:Ridged fingernail
hpo:HP:0008402,has_synonym,syn:Ridged fingernails
hpo:HP:0007410,has_synonym,syn:Excessive sweating of palms and soles
hpo:HP:0007410,has_synonym,syn:Hyperhidrosis of palms and soles
hpo:HP:0045018,has_synonym,syn:Partial double eyebrow
hpo:HP:0045018,has_synonym,syn:Partial duplication of eyebrows
hpo:HP:0003717,has_synonym,syn:Minimal fat below the skin
hpo:HP:0000349,has_synonym,syn:Hairline peak
hpo:HP:0000349,has_synonym,syn:Hairline point
hpo:HP:0000349,has_synonym,syn:Pointed frontal hairline
hpo:HP:0000349,has_synonym,syn:Pointed hairline at front of head
hpo:HP:0000349,has_synonym,syn:V-shaped frontal hairline
hpo:HP:0000349,has_synonym,syn:Widow's peak
hpo:HP:0100870,has_synonym,syn:Plantar teleangiectasia
hpo:HP:0100870,has_synonym,syn:Telangiectases of soles
hpo:HP:0100870,has_synonym,syn:Teleangiectases of soles
hpo:HP:0034576,has_synonym,syn:Skin biopsy: BPAG1-e antibody staining abnormal or absent
hpo:HP:0001003,has_synonym,syn:Liver spots
hpo:HP:0000971,has_synonym,syn:Abnormalities of sweating
hpo:HP:0000971,has_synonym,syn:Abnormality of the sweat gland
hpo:HP:0000971,has_synonym,syn:Sweat gland disease
hpo:HP:0002165,has_synonym,syn:Nail pterygium
hpo:HP:0002165,has_synonym,syn:Pterygium of nails
hpo:HP:0007603,has_synonym,syn:Freckles in sun-exposed areas
hpo:HP:0031292,has_synonym,syn:Skin abscess
hpo:HP:0011312,has_synonym,syn:Fused nails
hpo:HP:0025383,has_synonym,syn:Buffalo hump
hpo:HP:0008065,has_synonym,syn:Absent/small skin
hpo:HP:0008065,has_synonym,syn:Absent/underdeveloped skin
hpo:HP:0000952,has_synonym,syn:Icterus
hpo:HP:0000952,has_synonym,syn:Jaundice
hpo:HP:0000952,has_synonym,syn:Yellow skin
hpo:HP:0000952,has_synonym,syn:Yellowing of the skin
hpo:HP:0011298,has_synonym,syn:Prominent digit pad
hpo:HP:0025105,has_synonym,syn:Naevus anaemicus
hpo:HP:0005328,has_synonym,syn:Aged facial appearance
hpo:HP:0005328,has_synonym,syn:Premature aged appearance
hpo:HP:0005328,has_synonym,syn:Prematurely aged face
hpo:HP:0005328,has_synonym,syn:Prematurely aged facial appearance
hpo:HP:0005328,has_synonym,syn:Wizened face
hpo:HP:0011354,has_synonym,syn:Generalised abnormality of skin
hpo:HP:0011354,has_synonym,syn:Generalized abnormality of skin
hpo:HP:0030805,has_synonym,syn:Absent lunulae
hpo:HP:0030805,has_synonym,syn:Lunula absent
hpo:HP:0030805,has_synonym,syn:Lunulae absent
hpo:HP:6001021,has_synonym,syn:Skin emphysema
hpo:HP:0033700,has_synonym,syn:Papulo-vesicular eruption
hpo:HP:0001046,has_synonym,syn:Intermittent icterus
hpo:HP:0001046,has_synonym,syn:Intermittent yellow skin
hpo:HP:0001046,has_synonym,syn:Intermittent yellowing of skin
hpo:HP:0030900,has_synonym,syn:Itchy feet
hpo:HP:0030900,has_synonym,syn:Itchy foot
hpo:HP:0012746,has_synonym,syn:Thin toenail
hpo:HP:0012746,has_synonym,syn:Thin toenails
hpo:HP:0002555,has_synonym,syn:Absent pubic hair
hpo:HP:0034579,has_synonym,syn:Skin biopsy: integrin alpha6beta4 antibody staining abnormal or absent
hpo:HP:0001070,has_synonym,syn:Mottled skin coloring
hpo:HP:0001070,has_synonym,syn:Mottled skin colouring
hpo:HP:0001070,has_synonym,syn:Stippled pigmentation
hpo:HP:0009720,has_synonym,syn:Facial angiofibromas
hpo:HP:0009720,has_synonym,syn:Sebaceous adenoma
hpo:HP:0009720,has_synonym,syn:Sebaceous adenomas
hpo:HP:0007443,has_synonym,"syn:Congenital partial albinism on face, trunk, or limbs"
hpo:HP:0007443,has_synonym,syn:Congenital partial leucoderma
hpo:HP:0007443,has_synonym,syn:Partial absent skin pigmentation
hpo:HP:0011362,has_synonym,syn:Abnormal hair quantity
hpo:HP:0011362,has_synonym,syn:Abnormality of hair density
hpo:HP:0200043,has_synonym,syn:Warts
hpo:HP:0000574,has_synonym,syn:Bushy eyebrows
hpo:HP:0000574,has_synonym,syn:Dense eyebrow
hpo:HP:0000574,has_synonym,syn:Heavy eyebrows
hpo:HP:0000574,has_synonym,syn:Hypertrichosis of the eyebrow
hpo:HP:0000574,has_synonym,syn:Hypertrichosis of the eyebrows
hpo:HP:0000574,has_synonym,syn:Prominent eyebrows
hpo:HP:0000574,has_synonym,syn:Thick eyebrow
hpo:HP:0000574,has_synonym,syn:Thick eyebrows
hpo:HP:0001073,has_synonym,syn:Cigarette paper scarring
hpo:HP:0001073,has_synonym,syn:Cigarette-paper scars
hpo:HP:6000095,has_synonym,syn:Discharging sinus
hpo:HP:6000095,has_synonym,syn:Draining tract in skin
hpo:HP:6000095,has_synonym,syn:Tract under skin draining associated abscess
hpo:HP:0034194,has_synonym,syn:Blistering with suprabasal clefting
hpo:HP:0033126,has_synonym,syn:Skin necrosis
hpo:HP:0033126,has_synonym,syn:Skin necrotic patch
hpo:HP:0010874,has_synonym,syn:Tendon xanthomas
hpo:HP:0007413,has_synonym,syn:Port-wine stain on forehead
hpo:HP:0001019,has_synonym,syn:Exfoliative dermititis
hpo:HP:0001019,has_synonym,syn:Generalised erythroderma
hpo:HP:0001019,has_synonym,syn:Generalised erythrodermia
hpo:HP:0001019,has_synonym,syn:Generalized erythroderma
hpo:HP:0001019,has_synonym,syn:Generalized erythrodermia
hpo:HP:0001019,has_synonym,syn:Red scaly skin caused by inflammatory skin disease
hpo:HP:0100679,has_synonym,syn:Tight skin
hpo:HP:0025819,has_synonym,syn:Dyshidrosis lamellosa sicca
hpo:HP:0025819,has_synonym,syn:Exfoliative keratolysis
hpo:HP:0025819,has_synonym,syn:Focal palmoplantar peeling
hpo:HP:0025819,has_synonym,syn:Palmoplantar desquamation
hpo:HP:0025819,has_synonym,syn:Palmoplantar keratolysis
hpo:HP:0000966,has_synonym,syn:Decreased ability to sweat
hpo:HP:0000966,has_synonym,syn:Decreased sweating
hpo:HP:0000966,has_synonym,syn:Impaired sweating
hpo:HP:0000966,has_synonym,syn:Inadequate sweating
hpo:HP:0000966,has_synonym,syn:Oligohidrosis
hpo:HP:0000966,has_synonym,"syn:Sweating, decreased"
hpo:HP:0000294,has_synonym,syn:Low frontal hairline
hpo:HP:0000294,has_synonym,syn:Low-set frontal hairline
hpo:HP:0034003,has_synonym,syn:Medial broadening of eyebrows
hpo:HP:0001069,has_synonym,"syn:Hyperhidrosis, episodic"
hpo:HP:0001069,has_synonym,syn:Sporadic excessive sweating
hpo:HP:0025127,has_synonym,syn:Solar keratosis
hpo:HP:0030436,has_synonym,syn:Fibrofolliculomas
hpo:HP:0002226,has_synonym,syn:Blonde eyebrow
hpo:HP:0002226,has_synonym,syn:Depigmented eyebrow
hpo:HP:0002226,has_synonym,syn:Grey eyebrow
hpo:HP:0002226,has_synonym,syn:Hypopigmented eyebrow
hpo:HP:0002226,has_synonym,syn:Pale eyebrow
hpo:HP:0002226,has_synonym,syn:White eyebrow
hpo:HP:0001821,has_synonym,syn:Broad fingernails
hpo:HP:0001821,has_synonym,syn:Broad nail
hpo:HP:0001821,has_synonym,syn:Wide fingernails
hpo:HP:0000653,has_synonym,syn:Hypotrichosis of eyelashes
hpo:HP:0000653,has_synonym,syn:Partial absence of eyelashes
hpo:HP:0000653,has_synonym,syn:Scant eyelashes
hpo:HP:0000653,has_synonym,syn:Scanty eyelashes
hpo:HP:0000653,has_synonym,syn:Sparse eyelashes
hpo:HP:0000653,has_synonym,syn:Thin eyelashes
hpo:HP:0100874,has_synonym,syn:Increased follicular density
hpo:HP:0100874,has_synonym,syn:Increased hair density
hpo:HP:0100874,has_synonym,syn:Thick hair
hpo:HP:0003341,has_synonym,syn:Blistering with junctional split
hpo:HP:0003341,has_synonym,syn:Junctional split
hpo:HP:0003341,has_synonym,syn:Subepidermal blistering with cleavage in the lamina lucida
hpo:HP:0032381,has_synonym,syn:Acute vesiculation and crusting and scarring following sun exposure
hpo:HP:0007605,has_synonym,"syn:Redundant, wrinkled skin of palms"
hpo:HP:0009888,has_synonym,syn:Abnormality of secondary sexual hair
hpo:HP:0011368,has_synonym,syn:Abnormality of keratinization
hpo:HP:0010733,has_synonym,syn:Port-wine stain on eyelid
hpo:HP:0005995,has_synonym,syn:Loss of adipose tissue around the neck
hpo:HP:0005995,has_synonym,syn:Loss of fat around neck
hpo:HP:0031623,has_synonym,syn:Drooping brow
hpo:HP:0034575,has_synonym,syn:Skin biopsy: collagen IV antibody staining abnormal or absent
hpo:HP:0000982,has_synonym,syn:Keratoderma
hpo:HP:0000982,has_synonym,syn:Palmar and plantar keratoderma
hpo:HP:0000982,has_synonym,syn:Thickening of palms and soles
hpo:HP:0000982,has_synonym,syn:Keratosis palmaris et plantaris
hpo:HP:0000982,has_synonym,syn:palmo-plantar keratodermas
hpo:HP:0000982,has_synonym,syn:Palmoplantar Keratoderma
hpo:HP:0025117,has_synonym,syn:Flattened rete pegs
hpo:HP:0025117,has_synonym,syn:Flattened rete ridges
hpo:HP:0007475,has_synonym,syn:Bullous congenital ichthyosiform erythroderma
hpo:HP:0007475,has_synonym,syn:Epidermolytic hyperkeratosis
hpo:HP:0008009,has_synonym,syn:Three rows of eyelashes
hpo:HP:0008009,has_synonym,syn:Triple row of eyelashes
hpo:HP:0040009,has_synonym,syn:Parahyperkeratosis
hpo:HP:0040009,has_synonym,syn:Parakeratotic hyperkeratosis
hpo:HP:0100324,has_synonym,syn:Progressive systemic scleroderma
hpo:HP:0100324,has_synonym,syn:Pseudoscleroderma
hpo:HP:3000013,has_synonym,syn:Abnormality of platysma
hpo:HP:3000013,has_synonym,syn:Abnormality of the platysma muscle
hpo:HP:0001816,has_synonym,syn:Thin nail
hpo:HP:0001816,has_synonym,syn:Thin nails
hpo:HP:0007455,has_synonym,syn:Absence of fingerprints
hpo:HP:0007455,has_synonym,syn:ADERM
hpo:HP:0007455,has_synonym,syn:ADG
hpo:HP:0007455,has_synonym,syn:Congenital absence of fingerprints
hpo:HP:0007455,has_synonym,syn:Immigration delay disease
hpo:HP:0007455,has_synonym,syn:Isolated congenital adermatoglyphia
hpo:HP:0025810,has_synonym,syn:Double-edged scaling
hpo:HP:0025810,has_synonym,syn:Serpiginous scaling
hpo:HP:0040323,has_synonym,syn:Erythema of eyelid
hpo:HP:0040323,has_synonym,syn:Erythema of the eyelids
hpo:HP:0040323,has_synonym,syn:Eyelid erythema
hpo:HP:0040323,has_synonym,syn:Red eyelid
hpo:HP:0011124,has_synonym,syn:Abnormality of epidermal morphology
hpo:HP:0002232,has_synonym,syn:Alopecia areata
hpo:HP:0002232,has_synonym,syn:Patchy baldness
hpo:HP:0001057,has_synonym,syn:Absence of part of skin at birth
hpo:HP:0001057,has_synonym,syn:Congenital absence of skin
hpo:HP:0001057,has_synonym,syn:Congenital scars
hpo:HP:0001057,has_synonym,syn:Cutis aplasia
hpo:HP:0008496,has_synonym,syn:Double row of eyelashes
hpo:HP:0008496,has_synonym,syn:Extra rows of eyelashes
hpo:HP:0008496,has_synonym,syn:Multiple rows of eyelashes
hpo:HP:0008496,has_synonym,syn:Two rows of eyelashes
hpo:HP:0007427,has_synonym,syn:Reticular pigmentation pattern
hpo:HP:0007427,has_synonym,syn:Reticulate skin pigmentation
hpo:HP:0025724,has_synonym,"syn:Greasy, thick vernix caseosa-like scale"
hpo:HP:0007509,has_synonym,syn:Patchy hypo- and hyper-pigmentation
hpo:HP:0009723,has_synonym,syn:Abnormality of the subungual region
hpo:HP:0007404,has_synonym,syn:Nonepidermolytic palmoplantar keratoderma
hpo:HP:0100814,has_synonym,syn:Congenital dermal melanocytosis
hpo:HP:0000228,has_synonym,syn:Angioectasias of the mouth
hpo:HP:0000228,has_synonym,syn:Angioectasias of the oral cavity
hpo:HP:0000228,has_synonym,syn:Oral cavity teleangiectasia
hpo:HP:0000228,has_synonym,syn:Spider veins of the mouth
hpo:HP:0000228,has_synonym,syn:Spider veins of the oral cavity
hpo:HP:0000524,has_synonym,syn:Conjunctival telangiectases
hpo:HP:0000524,has_synonym,syn:Small dilated blood vessels near membrane covering front of eye and eyelids
hpo:HP:0000524,has_synonym,"syn:Telangiectasia, conjunctival"
hpo:HP:0007559,has_synonym,syn:Localised epidermolytic hyperkeratosis
hpo:HP:0010814,has_synonym,syn:Abnormal location of hair swirl
hpo:HP:0010814,has_synonym,syn:Abnormal position of hair whorl
hpo:HP:0040040,has_synonym,syn:Detachment of toenails
hpo:HP:0040040,has_synonym,syn:Onycholysis of toenails
hpo:HP:0012555,has_synonym,syn:Absent big toe nail
hpo:HP:0012555,has_synonym,syn:Absent nail of big toe
hpo:HP:0032156,has_synonym,syn:Detached skin
hpo:HP:0032156,has_synonym,syn:Epidermal detachment
hpo:HP:0032156,has_synonym,syn:Skin sloughing
hpo:HP:0007395,has_synonym,syn:Postnatal-onset ichthyosis
hpo:HP:0000987,has_synonym,syn:Atypical scarring
hpo:HP:0000987,has_synonym,syn:Atypical scarring of skin
hpo:HP:0012399,has_synonym,syn:Bedsore
hpo:HP:0012399,has_synonym,syn:Decubitus Ulcer
hpo:HP:0012399,has_synonym,syn:Pressure Sore
hpo:HP:0012399,has_synonym,syn:Pressure ulcer
hpo:HP:0001812,has_synonym,syn:Tubular fingernails
hpo:HP:0008404,has_synonym,syn:Dystrophic nails
hpo:HP:0008404,has_synonym,syn:Onychodystrophy
hpo:HP:0008404,has_synonym,syn:Poor nail formation
hpo:HP:0002162,has_synonym,syn:Low hairline at back of neck
